,customer_id,street,type,suburb,postcode,full_address
678,2419c687-9e8f-4e8c-9909-00ece77962a3,Cunningham Ronde,Parklands,Brandonstad,2916,"7/072 Cunningham Ronde Parklands, Brandonstad  NSW,  2916"
679,e8c80ceb-1dff-4048-a541-27ff69a6228e,Acosta Entrance,Junction,Aliciamouth,2920,"169/06 Acosta Entrance Junction, Aliciamouth  NT,  2920"
680,7c90e370-843e-4f9d-bb75-d951568be47e,Ryan Elbow,Quadrant,West Brittany,2976,"639/104 Ryan Elbow Quadrant, West Brittany  WA,  2976"
681,84216fb0-2683-4820-83c2-099920e486f0,Ashley Promenade,Approach,,,"4/3 Ashley Promenade Approach, New Michael  QLD,  2693"
682,6ad0ef41-371d-44dc-a698-af9933a2dede,Brian Grove,Point,St. Nicole,2626,
683,0f68f9d7-4fee-4305-898e-55035451b432,Cole Rosebowl,Deviation,Kristiefort,,
684,60ff2a01-b299-46d3-a826-4d65849b6e18,Blackburn Parkway,Subway,North Brendatown,2864,
685,ea82eab9-3609-400a-93d6-a2c6aa7e399f,Joshua Fire Track,Lower,,,"53/6 Joshua Fire Track Lower, South Jessica  SA,  5421"
686,554b9466-5298-49b6-807d-f37e1642a833,Martinez Heights,Fire Track,North Nathanshire,907,
687,c8fefec2-149c-4498-8ce3-4683ab08fcad,Jessica Highroad,Pocket,St. Arthur,2341,"787/4 Jessica Highroad Pocket, St. Arthur  QLD,  2341"
688,5fc199f9-7d81-4465-a542-88ce43afd0d8,Rodgers Stairs,Centreway,,2924,"774/2 Rodgers Stairs Centreway, Lake Jacobberg  WA,  2924"
689,7ce7ea5a-6cac-4f2e-98ed-3bc31d2136dc,Hicks Roadway,Part,East Michele,,"Flat 83 8 Hicks Roadway Part, East Michele  VIC,  2931"
690,a1d8e144-5aa3-4b7b-94eb-783b6e463cfb,Dorsey Roadside,Viaduct,St. Adrianchester,,
691,5924b977-7b23-4ba3-bded-b2f0226732c5,Espinoza Towers,Centreway,East Thomasfort,2613,"Level 2 94 Espinoza Towers Centreway, East Thomasfort  WA,  2613"
692,9c685673-82b6-4ea8-97b1-66602847d340,Myers Expressway,Roadside,Hillbury,2664,"Level 9 280 Myers Expressway Roadside, Hillbury  NSW,  2664"
693,a89985bc-0ee9-4fa3-a640-63cb90c803bf,Jasmine Beach,Retreat,Rowefort,,"1/29 Jasmine Beach Retreat, Rowefort  NT,  8971"
694,27b04b15-2218-4ec3-a1aa-ad8d1c2d8512,Miller Road,Slope,Williamsbury,2921,"Suite 384 2 Miller Road Slope, Williamsbury  NSW,  2921"
695,f1acfaa0-0e2e-45f0-b2af-b7211a435419,Townsend Little,Roadside,St. Debbiebury,8312,"Unit 98 916 Townsend Little Roadside, St. Debbiebury  ACT,  8312"
696,398537b6-0e68-4080-9cdf-44e0df135901,Davis Service Way,Line,Burnsport,2943,"Unit 87 9 Davis Service Way Line, Burnsport  SA,  2943"
697,102b437f-6391-4d33-b2d7-9e682ebd2062,Elizabeth Mall,Viaduct,Amandashire,,
698,7b985909-6dd1-41cf-9462-95f26d516c03,Robin Way,Crest,Port Darren,,"Level 9 1 Robin Way Crest, Port Darren  TAS,  2671"
699,df69079a-85e9-464e-b623-fe1ba38854cc,Hudson Brae,Corso,Tylermouth,2866,"Flat 02 1 Hudson Brae Corso, Tylermouth  ACT,  2866"
700,d2069cac-d59d-4c64-b86b-f1a59723fade,Jessica Esplanade,Highroad,Port Dariusview,2934,"0/7 Jessica Esplanade Highroad, Port Dariusview  QLD,  2934"
701,7e184983-990f-4a17-b5d2-07f05447960e,Robles Row,Pass,Nicholemouth,8063,"Apt. 803 63 Robles Row Pass, Nicholemouth  VIC,  8063"
702,f7601f7d-c781-40aa-9143-ecc1c331622b,Melissa Tarn,Quadrant,Stephenfort, 2197,"Suite 985 16 Melissa Tarn Quadrant, Stephenfort  ACT,  2197"
703,bced4e81-809a-4b52-9dd4-bff932280e89,Glenn Plaza,Drive,Adamborough,2459,"Level 4 52 Glenn Plaza Drive, Adamborough  VIC,  2459"
704,bb27be9e-4286-4f6d-ab65-0b1479f38a4a,Natalie Ramble,Triangle,East Samanthachester,2184,"Level 9 8 Natalie Ramble Triangle, East Samanthachester  NT,  2184"
705,c12ebb37-583e-4f8a-a89a-152863513260,Walker Causeway,Ride,East Erikfort,253,"8/794 Walker Causeway Ride, East Erikfort  VIC,  0253"
706,7f453166-3cc3-423d-868c-1bf9c491222d,Patty Laneway,Ridge,Port Staceyburgh,2686,"6/14 Patty Laneway Ridge, Port Staceyburgh  SA,  2686"
707,14e38e5e-2466-40e5-8a2a-58cfce25ec41,Charles Artery,Gardens,Greentown,2251,"Suite 372 31 Charles Artery Gardens, Greentown  NSW,  2251"
708,8472a07a-128f-45c7-812a-012c6869d64e,Whitney Centre,Parade,South Jamesmouth,,
709,06a45a43-c5f5-4627-b588-1ee43d3e8b2e,Kristin Colonnade,Concourse,West Michelleside,2378,"Level 4 5 Kristin Colonnade Concourse, West Michelleside  TAS,  2378"
710,a0200f3d-579f-4b50-be27-da7697a9b674,Allison Range,Port,Stephenfurt,2514,"226/06 Allison Range Port, Stephenfurt  WA,  2514"
711,bc89b3ca-7417-46c2-9f94-1708689cc15d,Deanna Spur,Point,Lake Walter,,"Unit 91 75 Deanna Spur Point, Lake Walter  WA,  2656"
712,b4a13731-c4e4-468f-8266-2e32daefea7e,Barbara Close,Parklands,Vanessaville,2709,
713,4508c16a-fc72-47ec-8930-40e584e09651,Powell Run,Quadrangle,Port Felicia,2946,"38/101 Powell Run Quadrangle, Port Felicia  QLD,  2946"
714,bf9c54a9-3aa4-4272-8b07-291411ef2b4c,Porter Chase,Byway,St. Zachary,2661,"7/267 Porter Chase Byway, St. Zachary  NT,  2661"
715,a6240d0b-4c0d-4f7e-a732-ce2065114d36,Joshua Crossway,Turn,Christianfurt, 7028,"Apt. 150 050 Joshua Crossway Turn, Christianfurt  NT,  7028"
716,06a45a43-c5f5-4627-b588-1ee43d3e8b2e,Kristin Colonnade,Concourse,West Michelleside,2378,"Level 4 5 Kristin Colonnade Concourse, West Michelleside  TAS,  2378"
717,2a301fc4-5d1d-4f18-8051-387a82ff4cb7,Mcmahon Footway,Mew,West Allenburgh,5631,"920/1 Mcmahon Footway Mew, West Allenburgh  SA,  5631"
718,e590a281-8a7e-41f7-bfe8-7213b80d573d,Joyce Stairs,Artery,St. Ericastad,,"Flat 39 694 Joyce Stairs Artery, St. Ericastad  NT,  2619"
719,3a2d8651-b95d-4a5e-bdb9-d0293aeff030,Owens Rest,Rest,New Erinberg,2622,"332/3 Owens Rest Rest, New Erinberg  NSW,  2622"
720,d306a39f-5777-4a40-b307-773cc598e4db,Chad Retreat,Gully,Cannonburgh,2596,"Level 4 8 Chad Retreat Gully, Cannonburgh  NSW,  2596"
721,54918736-b147-4716-b422-522f43516e64,Brown Lookout,Wynd,Port Keithmouth,2916,"Suite 556 853 Brown Lookout Wynd, Port Keithmouth  VIC,  2916"
722,30d43337-6214-4281-bab1-423ce015ce06,Martin Cross,View,North Ryan,,"620/37 Martin Cross View, North Ryan  NSW,  2958"
723,9745f09a-d1c0-42db-845b-4a5de8d652ba,Burns Sound,Lane,East Shane,2950,
724,640c1c61-7a33-42f2-b121-697c55596237,Alexander Reach,Courtyard,South Julia,2938,"65/1 Alexander Reach Courtyard, South Julia  NT,  2938"
725,56c5186f-0c6f-45af-98e6-2931add8d0c9,Drew Plaza,Rosebowl,St. Rose,,"Suite 931 477 Drew Plaza Rosebowl, St. Rose  VIC,  2992"
726,927cf68c-78b1-47c8-b068-a631b542a87a,Brock Centre,Gates,West Samantha,,
727,3c12c0be-a46f-4ee2-9a96-db0231f878c6,Joshua Byway,Estate,Heatherside,,
728,fb7fb4ee-fba9-4016-9212-a156cdb03f77,Wright Underpass,Ronde,New Mary,,"Flat 47 41 Wright Underpass Ronde, New Mary  SA,  2682"
729,fb60ec77-b356-4e27-982e-6ca7c61063f3,Chambers Lower,Service Way,,2985,"Apt. 365 37 Chambers Lower Service Way, Browntown  NSW,  2985"
730,9551e584-9735-44b9-8f30-91f46f0a5ea8,Jenkins Crossroad,Edge,South Jenniferchester,,
731,0f9db198-e096-4c66-903b-cfd38b8ae189,Clark Link,Circlet,Samanthatown,2640,"786/1 Clark Link Circlet, Samanthatown  VIC,  2640"
732,f7f155d6-c26f-4ea1-94a0-a8fe2c97952d,Jennifer Triangle,Crossroad,Williamsmouth,,"3/2 Jennifer Triangle Crossroad, Williamsmouth  NT,  2819"
733,6e8d659e-93f0-4017-bd31-69e3e0848451,Arnold Cove,Strip,North Staceymouth,2918,
734,8f1bee70-1f2c-4f42-a059-906e32d6ad93,Anne Rosebowl,Grove,Lake Brian,,"409/7 Anne Rosebowl Grove, Lake Brian  ACT,  2655"
735,5637bf41-557c-442e-b51f-3d4b589cc0fb,Gilbert Key,Circus,Aliciahaven,2469,"Level 0 443 Gilbert Key Circus, Aliciahaven  NT,  2469"
736,38f428de-adf7-421a-b63f-769abd6dfd4d,Haynes Viaduct,Line,,,
737,27074680-2628-49f0-8755-7db48e3d0c60,Mclaughlin Footway,Ronde,East Jose,2742,
738,52a7cae7-8181-4e66-8f8d-494ceed444d0,Martin Steps,Gully,Stricklandport,,"Apt. 900 4 Martin Steps Gully, Stricklandport  QLD,  2920"
739,1191808e-3455-4390-a26b-deb73a5186ab,Wilson Amble,Dale,,,"Flat 15 43 Wilson Amble Dale, Normantown  TAS,  6841"
740,02364fe8-e691-4234-906e-1df00966aa3f,Espinoza Quays,Highroad,Lake Jacquelinechester,2627,
741,019b5812-f05e-4787-bd5e-e31361bf8b34,Greer Mall,Esplanade,Williamton,,"56/41 Greer Mall Esplanade, Williamton  SA,  9075"
742,aebe97da-3a8f-443e-b2ea-ca897ae1232c,Mata Route,Path,Elizabethshire,,"11/906 Mata Route Path, Elizabethshire  NSW,  2268"
743,954bef6f-a4c5-4124-8cb9-bfeff57254f7,Adams Underpass,View,New Jamesside,2781,"Apt. 605 858 Adams Underpass View, New Jamesside  ACT,  2781"
744,3b8f7be7-6af6-4249-9bd6-1abf02470a70,Leah Gates,Cove,Paulberg,,"229/404 Leah Gates Cove, Paulberg  NT,  3303"
745,6fcbb6f8-07a2-446d-8c66-c4a6f6c7b99d,Warren Part,Plaza,New Timothy,,
746,75f868f3-81fc-48bb-b59e-ba0e51559669,Williams Beach,Corso,St. Nicholas,2923,"568/500 Williams Beach Corso, St. Nicholas  NT,  2923"
747,fca411bc-8339-4d72-a81a-ca811ec9dd38,Walton Courtyard,Outlook,Peterfurt,,"Unit 30 38 Walton Courtyard Outlook, Peterfurt  VIC,  2920"
748,7334d476-fae9-4abb-a253-e05ff1ce0d66,Joshua Boulevard,Vale,Tarachester,2645,"Suite 086 30 Joshua Boulevard Vale, Tarachester  ACT,  2645"
749,13c7da38-ff8f-482d-9aef-f6e90f41c931,Aaron Stairs,Spur,Cabreratown,2663,"Flat 07 15 Aaron Stairs Spur, Cabreratown  VIC,  2663"
750,2b09777d-7edf-498a-bfd2-a1ce17ff7fcb,Rogers Siding,Mount,Lake Hannah,2957,"Apt. 821 32 Rogers Siding Mount, Lake Hannah  ACT,  2957"
751,5ec5a64b-4b1f-4bc2-b49a-9e11951ad9c9,Brittany Pass,Cove,East Brittney,,"Unit 86 899 Brittany Pass Cove, East Brittney  TAS,  2621"
752,5dc75b02-0f08-4137-84d9-5f3c9e93ae20,Mark Link,Lees,Jensenland,3859,
753,8bcc73c2-7b45-47e7-b7ed-99904dd45664,Johnson Causeway,Quay,St. Barbaramouth,2522,"Level 4 85 Johnson Causeway Quay, St. Barbaramouth  VIC,  2522"
754,a067dcce-e03b-46bf-9983-b24ad59f29b4,Kristin Viaduct,Ring,Laurashire, 2631,
755,06aed845-1eca-4202-a37e-e009ebc31cb5,Allen Link,Driveway,Port Jonfort, 2947,"85/77 Allen Link Driveway, Port Jonfort  WA,  2947"
756,873d2eef-5210-4e10-bc6a-c154b9056c92,Ferguson Estate,Roads,, 2175,"Flat 68 0 Ferguson Estate Roads, North Candice  SA,  2175"
757,a0f0e4ca-78f7-4392-ae53-4fc2d2503ef1,Bell Pass,Formation,South Kenneth,,"3/1 Bell Pass Formation, South Kenneth  WA,  0869"
758,91b801c8-2daf-46bd-b0f8-3434abea4133,Leslie Formation,Crest,,2201,"Unit 70 925 Leslie Formation Crest, West Laurie  VIC,  2201"
759,ffdf4147-40f7-4d08-b9ca-f8afba631900,Morgan Circuit,Vista,North Kimberlyport,4470,"Unit 26 81 Morgan Circuit Vista, North Kimberlyport  VIC,  4470"
760,e8e1a449-332a-488d-ab07-2900f47e3abb,James Access,Ramble,Adrienneshire,8214,"Unit 88 57 James Access Ramble, Adrienneshire  WA,  8214"
761,0c6b8396-6d20-4d26-a7d7-a96fa5f43021,Charles Lookout,Crest,Oliviaburgh,2958,
762,74897242-f46d-4c35-9d71-73f04e8b0eb3,Valencia Key,Triangle,South Bryantown,2114,"333/73 Valencia Key Triangle, South Bryantown  TAS,  2114"
763,529a654b-3bec-4343-adb2-12fa009e1c4e,Danielle Street,Ramble,Manuelhaven,,"50/77 Danielle Street Ramble, Manuelhaven  WA,  2485"
764,530b80fa-2711-452c-99f7-cfd0def810af,Tonya Court,Junction,Glennmouth,,"0/73 Tonya Court Junction, Glennmouth  TAS,  2669"
765,e409e673-13d5-43ac-b69b-4991a27598e5,Burns Garden,Triangle,Padillamouth, 2668,"26/4 Burns Garden Triangle, Padillamouth  WA,  2668"
766,89fe0cb1-b1a4-43b8-9042-4061cee4becf,Arnold Track,Terrace,Bellton,,"9/04 Arnold Track Terrace, Bellton  TAS,  2481"
767,4f7c56b5-29b3-4554-8de4-8988daeb085a,Espinoza Trailer,Byway,West Rachel,2629,
768,90e99967-5643-4989-bde2-d08000c2a311,Katherine Heights,Parade,Lake Deborah,2929,"19/47 Katherine Heights Parade, Lake Deborah  NT,  2929"
769,4f2900f0-0bc4-49d5-bd46-dbc90d8d7f22,Robert Mew,Gate,Geoffreyland,2690,
770,8bcc73c2-7b45-47e7-b7ed-99904dd45664,Johnson Causeway,Quay,St. Barbaramouth,2522,"Level 4 85 Johnson Causeway Quay, St. Barbaramouth  VIC,  2522"
771,cbc308dd-34a9-4c2d-ad1d-927f28042f72,Fleming Crescent,Frontage,Kimberlyton,,"0/911 Fleming Crescent Frontage, Kimberlyton  NT,  5985"
772,65e1349c-02c7-4b1e-a5b6-3e74de14ca4f,Lynn Riviera,Slope,,2228,"4/39 Lynn Riviera Slope, Lauramouth  VIC,  2228"
773,4de39184-51b6-45ec-a604-a83e4b9477c6,Brett Lees,Entrance,West Kelliview,,"Unit 11 78 Brett Lees Entrance, West Kelliview  TAS,  2796"
774,74c7a997-d6da-4c44-8512-454a562c15c6,Jared Rest,Rosebowl,Perezmouth,214,"Unit 58 679 Jared Rest Rosebowl, Perezmouth  VIC,  0214"
775,48669c8b-61a9-422f-beac-8782364faf88,Alison Brace,Port,Adamton,,"Suite 664 321 Alison Brace Port, Adamton  WA,  2130"
776,ac7ae739-385a-4a44-83f6-249b033308b7,Laurie Reach,Deviation,Avilaburgh,2587,
777,ba15bf63-3047-42c9-89fb-e8504bc83710,White Top,Amble,Woodsmouth,2292,"Unit 94 07 White Top Amble, Woodsmouth  ACT,  2292"
778,efa96329-487d-4ed7-88b7-4873ff14bbaf,Pope Entrance,Towers,Carloshaven,2045,"Suite 177 143 Pope Entrance Towers, Carloshaven  ACT,  2045"
779,9e51187c-0e72-4227-845a-207c29de5ebc,Mcneil Basin,Concourse,Normanburgh,6241,"Suite 645 5 Mcneil Basin Concourse, Normanburgh  VIC,  6241"
780,e26a5b25-41e5-4e94-b290-9637d37c3466,Johnson Ramble,Bypass,Scottside,2671,"Level 6 1 Johnson Ramble Bypass, Scottside  QLD,  2671"
781,784da6fb-ecc1-42a5-8930-11043fd4bbd5,Douglas Reserve,Street,Donnaland,2794,
782,c9ffbe16-99ac-4e5d-a91f-c21014097ca9,Gonzales Highway,Quad,Stephensside,2742,"Unit 20 8 Gonzales Highway Quad, Stephensside  SA,  2742"
783,90cab445-bf0d-4946-b5ff-21be9fb503fd,Thompson Rue,Bypass,East Brendan,,"31/1 Thompson Rue Bypass, East Brendan  SA,  2260"
784,110fbe48-5c3d-4cfa-b603-1a73fd4e61da,Dodson Round,Bridge,,5750,
785,4876f889-eacc-4bd7-b736-8ebf751f743a,Brittney Cutting,Square,Sarahbury,,"Level 9 75 Brittney Cutting Square, Sarahbury  NSW,  2426"
786,7f385131-8f74-481a-ba13-7e9ea054fc1d,Ellen Nook,Glen,Port William,1030,"Unit 72 4 Ellen Nook Glen, Port William  QLD,  1030"
787,469cbb8d-b186-4677-8883-13656584b015,Montgomery Firetrail,Vale,,2669,"125/6 Montgomery Firetrail Vale, Dunnville  NSW,  2669"
788,91bd0348-89ae-4ee9-a92f-6a11e29c727a,Lawrence State Highway,Alley,New Crystalton,2941,
789,b68f3482-7e63-4af7-8f59-ac5aef55bf8b,Christina Formation,Corner,Port Shelley,1886,"Level 3 350 Christina Formation Corner, Port Shelley  VIC,  1886"
790,70f8faef-bdb9-4557-8cc4-a3a73b53a0d3,May Ring,Centre,Robertstad, 6543,"Flat 49 3 May Ring Centre, Robertstad  WA,  6543"
791,04f14af1-ccec-4497-ae28-abc0cbd2cd82,George Ronde,Lookout,Burnsburgh,,"Suite 734 041 George Ronde Lookout, Burnsburgh  NSW,  2748"
792,6fe41ce1-a445-45eb-bcb2-15d7f3a86b8d,Davenport Reserve,Lookout,Hesterstad,2073,"87/26 Davenport Reserve Lookout, Hesterstad  TAS,  2073"
793,3e024fc1-7ae5-44d6-b9b7-1b13c41b3490,Lindsay Motorway,Mews,Port Melissaton,805,
794,0e21faf9-008f-49f2-849b-e8dddd83c83e,Williams Ramble,Park,West Alicia,3350,"Level 6 553 Williams Ramble Park, West Alicia  SA,  3350"
795,043d3912-ccea-4adb-a8f0-d47764213edc,Lee Crossroad,Footway,Elliottstad,2672,"7/018 Lee Crossroad Footway, Elliottstad  NT,  2672"
796,a0302742-4244-477d-99db-38633dccb070,Alan Parade,Common,,2940,
797,0f3a815c-2fa5-48c2-ac88-246bd4beaffd,Katie Path,Parklands,Lake Ryanshire,2984,"Flat 09 57 Katie Path Parklands, Lake Ryanshire  WA,  2984"
798,1a18e70c-d707-44fd-8765-c8c2e067c3a8,Amanda Walkway,Ramp,Christineburgh,2814,"Level 5 20 Amanda Walkway Ramp, Christineburgh  TAS,  2814"
799,5ec87b63-9ac8-4438-ab17-26ad8cd2fb31,Mann Anchorage,Wynd,East Tylermouth,6265,"Flat 38 7 Mann Anchorage Wynd, East Tylermouth  ACT,  6265"
800,1f760d90-e2cf-468b-808f-5320f2b5e2ca,Lindsay Triangle,Courtyard,Port Davidshire,1145,"Unit 75 2 Lindsay Triangle Courtyard, Port Davidshire  TAS,  1145"
801,8901d74d-9e7f-4c3e-b8b2-80a7018e3887,Drew Esplanade,Sound,South David,,"Flat 94 9 Drew Esplanade Sound, South David  TAS,  5458"
802,61554cf1-3890-4b26-aeaa-0f4fb9eafec7,Martinez Arcade,Junction,St. Vickistad,,"Apt. 227 8 Martinez Arcade Junction, St. Vickistad  WA,  3846"
803,94643bf9-7f02-43f1-8f3f-8fbda1503a29,Fox Boulevard,Loop,Connorville,2665,"Suite 291 109 Fox Boulevard Loop, Connorville  ACT,  2665"
804,2596ec70-c0ae-4f71-8e3e-10db6d124ea9,Jason Formation,Motorway,,8175,
805,0ec7b973-cd1d-4f73-b9c3-f48cfd01eea2,Laura Amble,Line,Youngland,2605,"Level 6 53 Laura Amble Line, Youngland  SA,  2605"
806,ebceb304-fc0e-4ee0-aa11-a0569f0dd947,Sydney Trunkway,End,North Steven,2941,"048/4 Sydney Trunkway End, North Steven  VIC,  2941"
807,969525ae-4277-46f4-b2b7-5b06def3fa44,Turner Sound,Common,St. Benjamin,2619,
808,00a2d621-39c0-4480-b8ba-a7aec4e28da6,Smith Steps,Hill,Mikeburgh,2651,"Suite 490 68 Smith Steps Hill, Mikeburgh  ACT,  2651"
809,1b916c45-3087-4402-9e2e-24da66230ed2,Thompson Meander,Subway,Josephstad,,"Apt. 615 4 Thompson Meander Subway, Josephstad  SA,  6414"
810,4640d926-302e-45f6-ad25-28e194c08a3b,Hudson Firetrail,Amble,Port Jonathanview,849,"34/6 Hudson Firetrail Amble, Port Jonathanview  TAS,  0849"
811,8f09f953-8b08-4b05-8c8b-15011cda3626,David Circus,Wade,Richardsonstad,2952,"574/627 David Circus Wade, Richardsonstad  TAS,  2952"
812,129e7432-3fca-47ad-bacc-db8dac5c8116,Linda Point,Link,South Stevenland,,"Apt. 261 159 Linda Point Link, South Stevenland  SA,  2914"
813,303492a0-0e28-413d-a569-e4e3d3f59119,Blake Heights,Ring,Roseton,2443,"19/088 Blake Heights Ring, Roseton  SA,  2443"
814,b457ad41-71df-4420-a581-f8e69798ad32,Mckenzie Trailer,Glade,Justinfort,2623,
815,d707e377-fdda-4032-b812-4d82b19de9eb,Leonard Path,Esplanade,South Randalltown,,
816,f495e679-1531-4f61-b7ee-83f8763edc2d,Newman Ride,Approach,Ashleyfurt,8777,"8/982 Newman Ride Approach, Ashleyfurt  NSW,  8777"
817,889b19e0-7d28-4f99-b928-f4f36e38dc01,Phillips Access,Formation,Lindamouth,2667,"Flat 77 029 Phillips Access Formation, Lindamouth  VIC,  2667"
818,9adcd38f-bcc1-4eb9-8e93-36a23b472239,Chavez Hill,Circle,Lake Jennifermouth, 2686,"594/11 Chavez Hill Circle, Lake Jennifermouth  NT,  2686"
819,efa9f801-8cbb-4a78-88fd-45121412cca6,Mcclure Arcade,Quays,Brandibury,1066,"Apt. 601 4 Mcclure Arcade Quays, Brandibury  VIC,  1066"
820,ecae5926-00f3-4fc5-bd7b-7ae2df1ebfa0,Jamie Villas,Quadrangle,Jensenchester,,"Unit 38 675 Jamie Villas Quadrangle, Jensenchester  NSW,  2956"
821,3ef9aee8-51a0-41ec-8547-770037051137,Jacqueline Tollway,Cul-de-sac,Jimeneztown,,"70/63 Jacqueline Tollway Cul-de-sac, Jimeneztown  ACT,  2719"
822,3bbdc2f4-a1c0-498c-bef7-207c46dd252d,Jefferson Circle,Tarn,,,
823,3d4baebf-56d4-4923-af8c-bc8a4842a8b6,Diane Grange,Quays,Lisaburgh,2314,"850/4 Diane Grange Quays, Lisaburgh  NT,  2314"
824,7911fac1-f472-4737-a671-4fe66630e557,Joseph Parade,Roads,Davistown,2692,"Unit 29 778 Joseph Parade Roads, Davistown  TAS,  2692"
825,1221dbbb-a548-44df-82b0-a7ba4178bc21,Perez Pass,Alleyway,South Laura,8453,"Unit 32 112 Perez Pass Alleyway, South Laura  WA,  8453"
826,64ac5a88-a004-4dba-aded-2f8ab6f1f10e,Carter Tollway,Triangle,Brendafort,2600,"09/5 Carter Tollway Triangle, Brendafort  SA,  2600"
827,b5c4da20-0787-4526-ab01-471a9c97f934,Debra Upper,Mount,Jessicafurt,2695,
828,3642d016-3b15-45ed-80c4-39e37d34d1df,Wells Centre,Laneway,St. Jessica,2609,"Apt. 146 739 Wells Centre Laneway, St. Jessica  TAS,  2609"
829,094faa33-c25b-4118-be33-96690fb2fe82,Johnny Terrace,Corner,Carolyntown,,"Unit 20 75 Johnny Terrace Corner, Carolyntown  WA,  6037"
830,9f492ac4-e262-4bc0-b5b6-884030b3be55,David Ridgeway,Meander,Sheafurt,,"42/2 David Ridgeway Meander, Sheafurt  QLD,  2644"
831,3ac28640-3271-4bd6-b34b-454d5a68b855,Lara Walk,Wade,Lake Kathleenfort,887,"Level 0 458 Lara Walk Wade, Lake Kathleenfort  NT,  0887"
832,6ae1739f-35d9-4255-9724-18becba632b7,Sarah Bend,Glen,Brownmouth,5683,"6/55 Sarah Bend Glen, Brownmouth  NT,  5683"
833,479a174e-2cf9-47db-9f45-2404438bb8e4,Marsh Rosebowl,Trail,Port Shane,2992,"Unit 75 24 Marsh Rosebowl Trail, Port Shane  QLD,  2992"
834,a9606ce2-3e8b-4a32-a318-d73d1928ece7,Simpson Pathway,Reach,Port Pamelaborough,,
835,881b524d-fc4d-47db-ae23-3c68f3cd9f42,Timothy Bend,Vista,Jonathanborough,3491,"Flat 54 43 Timothy Bend Vista, Jonathanborough  NT,  3491"
836,42b2062a-df7a-4fab-a23d-08bb919c0f96,Johnson Motorway,Terrace,East Joseview,,"89/113 Johnson Motorway Terrace, East Joseview  NT,  0878"
837,bf3426ac-d889-468a-8d70-dbb2ab02a6e9,Mark Cul-de-sac,Parade,North Marcusmouth,2840,"08/0 Mark Cul-de-sac Parade, North Marcusmouth  WA,  2840"
838,7f3a7dd2-8095-41f2-9325-0b91559e7d0a,Tina Track,Junction,Ramirezfort,,"47/6 Tina Track Junction, Ramirezfort  VIC,  2899"
839,42dbbe47-1fe4-4963-ba0b-889e905ceb1a,Samantha Reserve,Dale,West Sarahburgh,,
840,0e05c3b8-ef4d-488b-8bf4-8e9d8bc861e3,Christopher Route,Rosebowl,New Nicolefurt,,"74/5 Christopher Route Rosebowl, New Nicolefurt  ACT,  2990"
841,277277b3-5120-4620-83ce-95e7b21e0966,Stevenson Corso,Bridge,Lake Christopherton,,
842,91b801c8-2daf-46bd-b0f8-3434abea4133,Leslie Formation,Crest,,2201,"Unit 70 925 Leslie Formation Crest, West Laurie  VIC,  2201"
843,89687b0b-d99c-4ba1-81b0-d434d8278fa2,Williams Sound,Foreshore,Silvamouth,,"617/2 Williams Sound Foreshore, Silvamouth  QLD,  2221"
844,5c61d8b4-e323-45ec-9873-22828ee845b3,Foster Arcade,Mew,,2970,"36/8 Foster Arcade Mew, North Brandonstad  VIC,  2970"
845,a528de80-a6d6-4d36-8c38-e1835f8460d3,Walter Formation,Highroad,,,"Suite 609 675 Walter Formation Highroad, Port Nicoletown  VIC,  2683"
846,028c14eb-3576-411b-8415-75fd60a40fc8,Breanna Trailer,State Highway,Schwartzview,,"Flat 91 676 Breanna Trailer State Highway, Schwartzview  VIC,  2920"
847,a0302742-4244-477d-99db-38633dccb070,Alan Parade,Common,,2940,
848,732147b9-87ce-45ce-aa86-8837ed536f52,Wise Footway,Front,,,"Level 2 43 Wise Footway Front, West Scotthaven  NSW,  2994"
849,2d67b70e-cb79-4433-93cb-4e17b2faa413,David Ramp,Estate,Dunntown,2532,"Flat 58 187 David Ramp Estate, Dunntown  NT,  2532"
850,48bf7a86-9f1c-487f-ae97-7a576645d921,Logan Roads,Subway,North Sean,,"Unit 82 72 Logan Roads Subway, North Sean  NT,  0262"
851,3f5eaa65-d60d-4be3-bd0a-cd2dcdb28a67,Tracy Meander,Rosebowl,West Misty,8811,"Flat 08 67 Tracy Meander Rosebowl, West Misty  QLD,  8811"
852,0ecfe75c-59b9-4381-9813-1bbad2782285,Andrea Roads,Reach,Abbottville,2910,"Level 8 073 Andrea Roads Reach, Abbottville  NSW,  2910"
853,56702d8d-3ce1-4a09-8fb1-631b100da83a,Alexandra Meander,Top,New Mary, 2988,
854,06bf47fe-316b-42f6-bb33-73ee3efc4ae4,Chavez Motorway,Grange,Allenton,2970,"Unit 62 637 Chavez Motorway Grange, Allenton  QLD,  2970"
855,4582c51f-229b-449f-80a7-10db8bd7ea88,Strickland Landing,Terrace,,2474,"39/85 Strickland Landing Terrace, Harmontown  SA,  2474"
856,a8f4f518-2140-46af-9ae1-9ee70093754a,Edwin Estate,Bend,West Patriciaview,2341,"Level 9 148 Edwin Estate Bend, West Patriciaview  VIC,  2341"
857,1138ed11-871d-4fea-9fa1-08e1136611fd,Sean Motorway,Freeway,,,
858,0101556b-7f0c-49f9-999d-2aa29b7e18a1,Michael Follow,Anchorage,Gardnerborough,2649,"Apt. 986 59 Michael Follow Anchorage, Gardnerborough  ACT,  2649"
